,ASX code,Company name,Security type,ISIN code,hashtags,cashtags
1349,PNR,PANTORO LIMITED,ORDINARY FULLY PAID,AU000000PNR8,#PNR,$PNR
1350,PPY,PAPYRUS AUSTRALIA,ORDINARY FULLY PAID,AU000000PPY9,#PPY,$PPY
1351,PBL,PARABELLUMRESOURCES,ORDINARY FULLY PAID,AU0000181109,#PBL,$PBL
1352,PAR,PARADIGM BIO.,ORDINARY FULLY PAID,AU000000PAR5,#PAR,$PAR
1353,PGC,PARAGON CARE LIMITED,ORDINARY FULLY PAID,AU000000PGC4,#PGC,$PGC
1354,PNL,PARINGA RESOURCES,ORDINARY FULLY PAID,AU000000PNL1,#PNL,$PNL
1355,PKD,PARKD LTD,ORDINARY FULLY PAID,AU000000PKD4,#PKD,$PKD
1356,PWN,PARKWAY CORP LTD,ORDINARY FULLY PAID,AU000000PWN8,#PWN,$PWN
1357,PSL,PATERSON RESOURCES,ORDINARY FULLY PAID,AU0000072019,#PSL,$PSL
1358,PF1,PATHFINDER RESOURCES,ORDINARY FULLY PAID,AU0000104580,#PF1,$PF1
1359,PAB,PATRYS LIMITED,ORDINARY FULLY PAID,AU000000PAB9,#PAB,$PAB
1360,PYG,PAYGROUP LIMITED,ORDINARY FULLY PAID,AU0000002743,#PYG,$PYG
1361,PYR,PAYRIGHT LIMITED,ORDINARY FULLY PAID,AU0000118127,#PYR,$PYR
1362,PUA,PEAK MINERALS LTD,ORDINARY FULLY PAID,AU0000028763,#PUA,$PUA
1363,PEK,PEAK RESOURCES,ORDINARY FULLY PAID,AU000000PEK2,#PEK,$PEK
1364,PKO,PEAKO LIMITED,ORDINARY FULLY PAID,AU000000PKO1,#PKO,$PKO
1365,PG1,PEARL GLOBAL LTD,ORDINARY FULLY PAID,AU000000PG13,#PG1,$PG1
1366,PLG,PEARLGULLIRONLIMITED,ORDINARY FULLY PAID,AU0000168635,#PLG,$PLG
1367,PEX,PEEL MINING LIMITED,ORDINARY FULLY PAID,AU000000PEX5,#PEX,$PEX
1368,PPC,PEET LIMITED,ORDINARY FULLY PAID,AU000000PPC5,#PPC,$PPC
1369,PDL,PENDAL GROUP LTD,ORDINARY FULLY PAID,AU0000009789,#PDL,$PDL
1370,PCG,PENGANA CAPITAL,ORDINARY FULLY PAID,AU000000PCG4,#PCG,$PCG
1371,PIA,PENGANA INT EQU LTD,ORDINARY FULLY PAID,AU000000PIA4,#PIA,$PIA
1372,PEN,PENINSULA ENERGY LTD,ORDINARY FULLY PAID,AU000000PEN6,#PEN,$PEN
1373,PTL,PENTAL LTD,ORDINARY FULLY PAID,AU000000PTL8,#PTL,$PTL
1374,5GG,PENTANET,ORDINARY FULLY PAID,AU0000129496,#5GG,$5GG
1375,PPE,PEOPLEINFRASTRUCTURE,ORDINARY FULLY PAID,AU000000PPE1,#PPE,$PPE
1376,PNN,PEPINNINI MINERALS,ORDINARY FULLY PAID,AU000000PNN7,#PNN,$PNN
1377,PIL,PEPPERMINT INV LTD,ORDINARY FULLY PAID,AU000000PIL1,#PIL,$PIL
1378,PPM,PEPPERMONEY,ORDINARY FULLY PAID,AU0000150898,#PPM,$PPM
1379,PGD,PEREGRINE GOLD,ORDINARY FULLY PAID,AU0000134389,#PGD,$PGD
1380,PRN,PERENTI GLOBAL LTD,ORDINARY FULLY PAID,AU0000061897,#PRN,$PRN
1381,PIC,PERPETUAL EQUITY LTD,ORDINARY FULLY PAID,AU000000PIC0,#PIC,$PIC
1382,PPT,PERPETUAL LIMITED,ORDINARY FULLY PAID,AU000000PPT9,#PPT,$PPT
1383,PEC,PERPETUAL RES LTD,ORDINARY FULLY PAID,AU000000PEC9,#PEC,$PEC
1384,PRU,PERSEUS MINING LTD,ORDINARY FULLY PAID,AU000000PRU3,#PRU,$PRU
1385,PWR,PETER WARREN,ORDINARY FULLY PAID,AU0000143711,#PWR,$PWR
1386,PTR,PETRATHERM LTD,ORDINARY FULLY PAID,AU000000PTR5,#PTR,$PTR
1387,PSA,PETSEC ENERGY,ORDINARY FULLY PAID,AU000000PSA3,#PSA,$PSA
1388,PXA,PEXAGROUP,ORDINARY FULLY PAID,AU0000158594,#PXA,$PXA
1389,PAA,PHARMAUST LIMITED,ORDINARY FULLY PAID,AU000000PAA1,#PAA,$PAA
1390,PXS,PHARMAXIS LTD,ORDINARY FULLY PAID,AU000000PXS5,#PXS,$PXS
1391,PET,PHOSLOCK ENV TEC LTD,ORDINARY FULLY PAID,AU0000021974,#PET,$PET
1392,PLS,PILBARA MIN LTD,ORDINARY FULLY PAID,AU000000PLS0,#PLS,$PLS
1393,PGY,PILOT ENERGY LTD,ORDINARY FULLY PAID,AU000000PGY8,#PGY,$PGY
1394,PNI,PINNACLE INVESTMENT,ORDINARY FULLY PAID,AU000000PNI7,#PNI,$PNI
1395,PNC,PIONEER CREDIT LTD,ORDINARY FULLY PAID,AU000000PNC0,#PNC,$PNC
1396,PGM,PLATINA RESOURCES,ORDINARY FULLY PAID,AU000000PGM3,#PGM,$PGM
1397,PAI,PLATINUM ASIA LTD,ORDINARY FULLY PAID,AU000000PAI4,#PAI,$PAI
1398,PTM,PLATINUM ASSET,ORDINARY FULLY PAID,AU000000PTM6,#PTM,$PTM
1399,PMC,PLATINUM CAPITAL LTD,ORDINARY FULLY PAID,AU000000PMC2,#PMC,$PMC
1400,PL8,PLATO INC MAX LTD.,ORDINARY FULLY PAID,AU000000PL81,#PL8,$PL8
1401,PLY,PLAYSIDE STUDIOS,ORDINARY FULLY PAID,AU0000120636,#PLY,$PLY
1402,PLT,PLENTI GROUP LIMITED,ORDINARY FULLY PAID,AU0000102691,#PLT,$PLT
1403,PAF,PM CAPITAL ASIAN OPS,ORDINARY FULLY PAID,AU000000PAF0,#PAF,$PAF
1404,PGF,PM CAPITAL FUND,ORDINARY FULLY PAID,AU000000PGF7,#PGF,$PGF
1405,PNX,PNX METALS LIMITED,ORDINARY FULLY PAID,AU000000PNX6,#PNX,$PNX
1406,PVE,PO VALLEY ENERGY LTD,ORDINARY FULLY PAID,AU000000PVE9,#PVE,$PVE
1407,POD,PODIUM MINERALS,ORDINARY FULLY PAID,AU000000POD6,#POD,$POD
1408,3DP,POINTERRA LIMITED,ORDINARY FULLY PAID,AU0000003DP6,#3DP,$3DP
1409,PBH,POINTSBET HOLDINGS,ORDINARY FULLY PAID,AU0000047797,#PBH,$PBH
1410,PXX,POLARX LIMITED,ORDINARY FULLY PAID,AU000000PXX5,#PXX,$PXX
1411,POL,POLYMETALS RESOURCES,ORDINARY FULLY PAID,AU0000148223,#POL,$POL
1412,PNV,POLYNOVO LIMITED,ORDINARY FULLY PAID,AU000000PNV0,#PNV,$PNV
1413,POS,POSEIDON NICK LTD,ORDINARY FULLY PAID,AU000000POS4,#POS,$POS
1414,PVL,POWERHOUSE VEN LTD,ORDINARY FULLY PAID,NZPVLE0001S6,#PVL,$PVL
1415,PPK,PPK GROUP LIMITED,ORDINARY FULLY PAID,AU000000PPK8,#PPK,$PPK
1416,PPS,PRAEMIUM LIMITED,ORDINARY FULLY PAID,AU000000PPS1,#PPS,$PPS
1417,PDZ,PRAIRIE MINING LTD,ORDINARY FULLY PAID,AU000000PDZ2,#PDZ,$PDZ
1418,PDI,PREDICTIVE DISC LTD,ORDINARY FULLY PAID,AU000000PDI8,#PDI,$PDI
1419,PMV,PREMIER INVESTMENTS,ORDINARY FULLY PAID,AU000000PMV2,#PMV,$PMV
1420,PTX,PRESCIENT LTD,ORDINARY FULLY PAID,AU000000PTX3,#PTX,$PTX
1421,PFG,PRIME FINANCIAL,ORDINARY FULLY PAID,AU000000PFG7,#PFG,$PFG
1422,PRT,PRIME MEDIA GRP LTD,ORDINARY FULLY PAID,AU000000PRT5,#PRT,$PRT
1423,PGX,PRIMERO GROUP,ORDINARY FULLY PAID,AU0000015463,#PGX,$PGX
1424,PME,PRO MEDICUS LIMITED,ORDINARY FULLY PAID,AU000000PME8,#PME,$PME
1425,PPG,PRO-PAC PACKAGING,ORDINARY FULLY PAID,AU000000PPG6,#PPG,$PPG
1426,PBP,PROBIOTEC LIMITED,ORDINARY FULLY PAID,AU000000PBP7,#PBP,$PBP
1427,PRX,PRODIGY GOLD NL,ORDINARY FULLY PAID,AU0000012494,#PRX,$PRX
1428,PRM,PROMINENCE ENERGY,ORDINARY FULLY PAID,AU0000070328,#PRM,$PRM
1429,PFP,PROPEL FUNERAL,ORDINARY FULLY PAID,AU000000PFP8,#PFP,$PFP
1430,PHL,PROPELL HOLDINGS LTD,ORDINARY FULLY PAID,AU0000139578,#PHL,$PHL
1431,PCH,PROPERTY CONNECT,ORDINARY FULLY PAID,AU000000PCH2,#PCH,$PCH
1432,PRO,PROPHECY INTERNATION,ORDINARY FULLY PAID,AU000000PRO6,#PRO,$PRO
1433,PTG,PROPTECH GROUP,ORDINARY FULLY PAID,AU0000117814,#PTG,$PTG
1434,PGL,PROSPA GROUP.,ORDINARY FULLY PAID,AU0000046740,#PGL,$PGL
1435,PRS,PROSPECH LIMITED.,ORDINARY FULLY PAID,AU0000111395,#PRS,$PRS
1436,PSC,PROSPECT RES LTD,ORDINARY FULLY PAID,AU000000PSC9,#PSC,$PSC
1437,POW,PROTEAN ENERGY LTD,ORDINARY FULLY PAID,AU000000POW6,#POW,$POW
1438,PIQ,PROTEOMICS INT LAB,ORDINARY FULLY PAID,AU000000PIQ0,#PIQ,$PIQ
1439,PRL,PROVINCE RESOURCES,ORDINARY FULLY PAID,AU0000115719,#PRL,$PRL
1440,PSI,PSC INSURANCE LTD,ORDINARY FULLY PAID,AU000000PSI6,#PSI,$PSI
1441,PTB,PTB GROUP LIMITED,ORDINARY FULLY PAID,AU000000PTB9,#PTB,$PTB
1442,PFT,PURE FOODS TAS LTD,ORDINARY FULLY PAID,AU0000086530,#PFT,$PFT
1443,PPL,PUREPROFILE LTD,ORDINARY FULLY PAID,AU000000PPL6,#PPL,$PPL
1444,PO3,PURIFLOH LTD,ORDINARY FULLY PAID,AU0000010548,#PO3,$PO3
1445,PUR,PURSUIT MINERALS,ORDINARY FULLY PAID,AU000000PUR3,#PUR,$PUR
1446,PVW,PVW RES LTD,ORDINARY FULLY PAID,AU0000135188,#PVW,$PVW
1447,PWH,PWR HOLDINGS LIMITED,ORDINARY FULLY PAID,AU000000PWH0,#PWH,$PWH
1448,PYC,PYC THERAPEUTICS,ORDINARY FULLY PAID,AU000000PYC7,#PYC,$PYC
1449,QTG,Q TECHNOLOGY GRP LTD,ORDINARY FULLY PAID,AU000000QTG6,#QTG,$QTG
1450,QAN,QANTAS AIRWAYS,ORDINARY FULLY PAID,AU000000QAN2,#QAN,$QAN
1451,QIP,QANTM INTELLECTUAL,ORDINARY FULLY PAID,AU000000QIP0,#QIP,$QIP
1452,QBE,QBE INSURANCE GROUP,ORDINARY FULLY PAID,AU000000QBE9,#QBE,$QBE
1453,QEM,QEM LIMITED,ORDINARY FULLY PAID,AU0000022246,#QEM,$QEM
1454,QML,QMINES LIMITED,ORDINARY FULLY PAID,AU0000141533,#QML,$QML
1455,QGL,QUANTUM GRAPHITE,ORDINARY FULLY PAID,AU000000QGL3,#QGL,$QGL
1456,QTM,QUANTUM HEALTH LTD,ORDINARY FULLY PAID,AU000000QTM4,#QTM,$QTM
1457,QUB,QUBE HOLDINGS LTD,ORDINARY FULLY PAID,AU000000QUB5,#QUB,$QUB
1458,QPM,QUEENSLAND PACIFIC,ORDINARY FULLY PAID,AU0000122251,#QPM,$QPM
1459,QUE,QUESTE COMMUNICATION,ORDINARY FULLY PAID,AU000000QUE9,#QUE,$QUE
1460,QSS,QUESTUS LIMITED,ORDINARY FULLY PAID,AU000000QSS3,#QSS,$QSS
1461,QFE,QUICKFEE LIMITED,ORDINARY FULLY PAID,AU0000049025,#QFE,$QFE
1462,QHL,QUICKSTEP HOLDINGS,ORDINARY FULLY PAID,AU000000QHL1,#QHL,$QHL
1463,QIL,QUOIN (INT) LIMITED.,ORDINARY FULLY PAID,PG0008908488,#QIL,$QIL
1464,QVE,QV EQUITIES LIMITED,ORDINARY FULLY PAID,AU000000QVE7,#QVE,$QVE
1465,QXR,QX RESOURCES LIMITED,ORDINARY FULLY PAID,AU0000108797,#QXR,$QXR
1466,R3D,R3D RESOURCES LTD,ORDINARY FULLY PAID,AU000000R3D8,#R3D,$R3D
1467,RAC,RACE ONCOLOGY LTD,ORDINARY FULLY PAID,AU000000RAC3,#RAC,$RAC
1468,RAD,RADIOPHARM,ORDINARY FULLY PAID,AU0000181851,#RAD,$RAD
1469,RFR,RAFAELLA RESOURCES,ORDINARY FULLY PAID,AU0000003808,#RFR,$RFR
1470,RAG,RAGNAR METALS LTD,ORDINARY FULLY PAID,AU0000031304,#RAG,$RAG
1471,RAS,RAGUSA MINERALS LTD,ORDINARY FULLY PAID,AU0000107898,#RAS,$RAS
1472,RDN,RAIDEN RESOURCES LTD,ORDINARY FULLY PAID,AU0000001661,#RDN,$RDN
1473,RZI,RAIZ INVEST LIMITED,ORDINARY FULLY PAID,AU0000010761,#RZI,$RZI
1474,RMS,RAMELIUS RESOURCES,ORDINARY FULLY PAID,AU000000RMS4,#RMS,$RMS
1475,RHC,RAMSAY HEALTH CARE,ORDINARY FULLY PAID,AU000000RHC8,#RHC,$RHC
1476,RND,RAND MINING LTD,ORDINARY FULLY PAID,AU000000RND4,#RND,$RND
1477,RAN,RANGE INTERNATIONAL,ORDINARY FULLY PAID,AU000000RAN0,#RAN,$RAN
1478,RPG,RAPTIS GROUP LIMITED,ORDINARY FULLY PAID,AU000000RPG2,#RPG,$RPG
1479,REE,RAREX LIMITED,ORDINARY FULLY PAID,AU0000068579,#REE,$REE
1480,RBR,RBR GROUP LTD,ORDINARY FULLY PAID,AU000000RBR9,#RBR,$RBR
1481,REA,REA GROUP,ORDINARY FULLY PAID,AU000000REA9,#REA,$REA
1482,RCL,READCLOUD,ORDINARY FULLY PAID,AU000000RCL0,#RCL,$RCL
1483,RDY,READYTECH HOLDINGS,ORDINARY FULLY PAID,AU0000043002,#RDY,$RDY
1484,RCE,RECCE PHARMACEUTICAL,ORDINARY FULLY PAID,AU000000RCE5,#RCE,$RCE
1485,REC,RECHARGEMETALS,ORDINARY FULLY PAID,AU0000170946,#REC,$REC
1486,RKN,RECKON LIMITED,ORDINARY FULLY PAID,AU000000RKN9,#RKN,$RKN
1487,RFT,RECTIFIER TECHNOLOG,ORDINARY FULLY PAID,AU000000RFT6,#RFT,$RFT
1488,RED,RED 5 LIMITED,ORDINARY FULLY PAID,AU000000RED3,#RED,$RED
1489,RDT,RED DIRT METALS LTD,ORDINARY FULLY PAID,AU0000176208,#RDT,$RDT
1490,RHI,RED HILL IRON,ORDINARY FULLY PAID,AU000000RHI5,#RHI,$RHI
1491,RDM,RED METAL LIMITED,ORDINARY FULLY PAID,AU000000RDM6,#RDM,$RDM
1492,RMX,RED MOUNT MIN LTD,ORDINARY FULLY PAID,AU000000RMX4,#RMX,$RMX
1493,RVR,RED RIVER RESOURCES,ORDINARY FULLY PAID,AU000000RVR7,#RVR,$RVR
1494,ROG,RED SKY ENERGY.,ORDINARY FULLY PAID,AU000000ROG5,#ROG,$ROG
1495,RCP,REDBANK COPPER LTD,ORDINARY FULLY PAID,AU000000RCP1,#RCP,$RCP
1496,RBL,REDBUBBLE LIMITED,ORDINARY FULLY PAID,AU000000RBL2,#RBL,$RBL
1497,RFX,REDFLOW LIMITED,ORDINARY FULLY PAID,AU000000RFX8,#RFX,$RFX
1498,RDH,REDHILL EDUCATION,ORDINARY FULLY PAID,AU000000RDH6,#RDH,$RDH
1499,RDS,REDSTONE RESOURCES,ORDINARY FULLY PAID,AU000000RDS3,#RDS,$RDS
1500,REH,REECE LIMITED,ORDINARY FULLY PAID,AU000000REH4,#REH,$REH
1501,RLC,REEDY LAGOON CORP.,ORDINARY FULLY PAID,AU000000RLC0,#RLC,$RLC
1502,RGS,REGENEUS LTD,ORDINARY FULLY PAID,AU000000RGS6,#RGS,$RGS
1503,REX,REGIONAL EXPRESS,ORDINARY FULLY PAID,AU000000REX1,#REX,$REX
1504,REG,REGIS HEALTHCARE LTD,ORDINARY FULLY PAID,AU000000REG6,#REG,$REG
1505,RRL,REGIS RESOURCES,ORDINARY FULLY PAID,AU000000RRL8,#RRL,$RRL
1506,RD1,REGISTRY DIRECT,ORDINARY FULLY PAID,AU000000RD14,#RD1,$RD1
1507,RWC,RELIANCE WORLDWIDE,ORDINARY FULLY PAID,AU000000RWC7,#RWC,$RWC
1508,REM,REMSENSETECHNOLOGIES,ORDINARY FULLY PAID,AU0000175820,#REM,$REM
1509,RNU,RENASCOR RES LTD,ORDINARY FULLY PAID,AU000000RNU8,#RNU,$RNU
1510,RNX,RENEGADE EXPLORATION,ORDINARY FULLY PAID,AU0000009839,#RNX,$RNX
1511,RNT,RENT.COM.AU LIMITED,ORDINARY FULLY PAID,AU000000RNT0,#RNT,$RNT
1512,RNE,RENU ENERGY LTD,ORDINARY FULLY PAID,AU000000RNE2,#RNE,$RNE
1513,RDG,RES DEV GROUP LTD,ORDINARY FULLY PAID,AU000000RDG8,#RDG,$RDG
1514,RAP,RESAPP HEALTH LTD,ORDINARY FULLY PAID,AU000000RAP5,#RAP,$RAP
1515,RM1,RESILIENCEMINING,ORDINARY FULLY PAID,AU0000171258,#RM1,$RM1
1516,RMC,RESIMAC GRP LTD,ORDINARY FULLY PAID,AU0000033094,#RMC,$RMC
1517,RSG,RESOLUTE MINING,ORDINARY FULLY PAID,AU000000RSG6,#RSG,$RSG
1518,RML,RESOLUTION MINERALS,ORDINARY FULLY PAID,AU0000067936,#RML,$RML
1519,RHT,RESONANCE HEALTH,ORDINARY FULLY PAID,AU000000RHT2,#RHT,$RHT
1520,REZ,RESOURC & EN GRP LTD,ORDINARY FULLY PAID,AU000000REZ6,#REZ,$REZ
1521,RBX,RESOURCE B,ORDINARY FULLY PAID,AU0000152803,#RBX,$RBX
1522,RES,RESOURCE GENERATION,ORDINARY FULLY PAID,AU000000RES1,#RES,$RES
1523,RMI,RESOURCE MINING CORP,ORDINARY FULLY PAID,AU000000RMI5,#RMI,$RMI
1524,RSH,RESPIRI LIMITED,ORDINARY FULLY PAID,AU000000RSH4,#RSH,$RSH
1525,RFG,RETAIL FOOD GROUP,ORDINARY FULLY PAID,AU000000RFG3,#RFG,$RFG
1526,REF,REVERSE CORP LIMITED,ORDINARY FULLY PAID,AU000000REF8,#REF,$REF
1527,RRR,REVOLVERRESOURCES,ORDINARY FULLY PAID,AU0000169559,#RRR,$RRR
1528,RWD,REWARD MINERALS LTD,ORDINARY FULLY PAID,AU000000RWD5,#RWD,$RWD
1529,RXH,REWARDLE HOLDING LTD,ORDINARY FULLY PAID,AU000000RXH4,#RXH,$RXH
1530,RXM,REX MINERALS LIMITED,ORDINARY FULLY PAID,AU000000RXM4,#RXM,$RXM
1531,REY,REY RESOURCES LTD,ORDINARY FULLY PAID,AU000000REY9,#REY,$REY
1532,RNO,RHINOMED LTD,ORDINARY FULLY PAID,AU000000RNO1,#RNO,$RNO
1533,RHP,RHIPE LTD,ORDINARY FULLY PAID,AU000000RHP0,#RHP,$RHP
1534,RHY,RHYTHM BIOSCIENCES,ORDINARY FULLY PAID,AU000000RHY2,#RHY,$RHY
1535,RIC,RIDLEY CORPORATION,ORDINARY FULLY PAID,AU000000RIC6,#RIC,$RIC
1536,RIE,RIEDEL RESOURCES LTD,ORDINARY FULLY PAID,AU000000RIE2,#RIE,$RIE
1537,RCW,RIGHTCROWD,ORDINARY FULLY PAID,AU000000RCW7,#RCW,$RCW
1538,RIM,RIMFIRE PACIFIC,ORDINARY FULLY PAID,AU000000RIM5,#RIM,$RIM
1539,RCR,RINCON,ORDINARY FULLY PAID,AU0000116352,#RCR,$RCR
1540,RIO,RIO TINTO LIMITED,ORDINARY FULLY PAID,AU000000RIO1,#RIO,$RIO
1541,RGL,RIVERSGOLD,ORDINARY FULLY PAID,AU000000RGL1,#RGL,$RGL
1542,RMT,RMA ENERGY LIMITED,ORDINARY FULLY PAID,AU000000RMT2,#RMT,$RMT
1543,RMY,RMA GLOBAL,ORDINARY FULLY PAID,AU0000013906,#RMY,$RMY
1544,RMG,RMG LIMITED,ORDINARY FULLY PAID,AU000000RMG9,#RMG,$RMG
1545,ROC,ROCKETBOOTS,ORDINARY FULLY PAID,AU0000182545,#ROC,$ROC
1546,RLG,ROOLIFE GROUP LTD,ORDINARY FULLY PAID,AU0000069726,#RLG,$RLG
1547,RGI,ROTO-GRO INTL LTD,ORDINARY FULLY PAID,AU000000RGI7,#RGI,$RGI
1548,RXL,ROX RESOURCES,ORDINARY FULLY PAID,AU000000RXL6,#RXL,$RXL
1549,RPM,RPM AUTOMOTIVE GROUP,ORDINARY FULLY PAID,AU0000051708,#RPM,$RPM
1550,RUL,RPMGLOBAL HLDGS LTD,ORDINARY FULLY PAID,AU000000RUL2,#RUL,$RUL
1551,RTGAA,RTG MINING INC.,ORDINARY FULLY PAID,AU0000RTGAA2,#RTGAA,$RTGAA
1552,RWL,RUBICON WATER,ORDINARY FULLY PAID,AU0000170391,#RWL,$RWL
1553,RTR,RUMBLE RES LIMITED,ORDINARY FULLY PAID,AU000000RTR1,#RTR,$RTR
1554,RYD,RYDER CAPITAL LTD,ORDINARY FULLY PAID,AU000000RYD1,#RYD,$RYD
1555,S2R,S2 RESOURCES,ORDINARY FULLY PAID,AU000000S2R9,#S2R,$S2R
1556,SBR,SABRE RESOURCES,ORDINARY FULLY PAID,AU000000SBR7,#SBR,$SBR
1557,SGC,SACGASCO LTD,ORDINARY FULLY PAID,AU000000SGC8,#SGC,$SGC
1558,SRH,SAFEROADS HOLDINGS,ORDINARY FULLY PAID,AU000000SRH4,#SRH,$SRH
1559,SAN,SAGALIO ENERGY LTD,ORDINARY FULLY PAID,BMG777791093,#SAN,$SAN
1560,SO4,SALT LAKE POTASH LTD,ORDINARY FULLY PAID,AU000000SO44,#SO4,$SO4
1561,SB2,SALTER BROTHERS,ORDINARY FULLY PAID,AU0000149429,#SB2,$SB2
1562,SFR,SANDFIRE RESOURCES,ORDINARY FULLY PAID,AU000000SFR8,#SFR,$SFR
1563,SNC,SANDON CAPITAL LTD,ORDINARY FULLY PAID,AU000000SNC4,#SNC,$SNC
1564,SFM,SANTA FE MINERALS,ORDINARY FULLY PAID,AU000000SFM9,#SFM,$SFM
1565,SMI,SANTANA MINERALS LTD,ORDINARY FULLY PAID,AU000000SMI3,#SMI,$SMI
1566,STO,SANTOS LTD,ORDINARY FULLY PAID,AU000000STO6,#STO,$STO
1567,STN,SATURN METALS,ORDINARY FULLY PAID,AU000000STN8,#STN,$STN
1568,SND,SAUNDERS INTL LTD,ORDINARY FULLY PAID,AU000000SND2,#SND,$SND
1569,SNDAI,SAUNDERS INTL LTD,ORDINARY FULLY PAID,AU0000SNDAI3,#SNDAI,$SNDAI
1570,SYA,SAYONA MINING LTD,ORDINARY FULLY PAID,AU000000SYA5,#SYA,$SYA
1571,SFC,SCHAFFER CORP. LTD.,ORDINARY FULLY PAID,AU000000SFC0,#SFC,$SFC
1572,SCL,SCHROLE GROUP LTD,ORDINARY FULLY PAID,AU000000SCL8,#SCL,$SCL
1573,SDV,SCIDEV LTD,ORDINARY FULLY PAID,AU000000SDV5,#SDV,$SDV
1574,SCN,SCORPION MINERALS,ORDINARY FULLY PAID,AU0000033326,#SCN,$SCN
1575,SCT,SCOUT SECURITY LTD,ORDINARY FULLY PAID,AU000000SCT1,#SCT,$SCT
1576,SDI,SDI LIMITED,ORDINARY FULLY PAID,AU000000SDI2,#SDI,$SDI
1577,SFG,SEAFARMS GROUP LTD,ORDINARY FULLY PAID,AU000000SFG1,#SFG,$SFG
1578,SLK,SEALINK TRAVEL GRP,ORDINARY FULLY PAID,AU000000SLK1,#SLK,$SLK
1579,SES,SECOS GROUP LTD,ORDINARY FULLY PAID,AU000000SES9,#SES,$SES
1580,SMX,SECURITY MATTERS,ORDINARY FULLY PAID,AU0000021214,#SMX,$SMX
1581,SEK,SEEK LIMITED,ORDINARY FULLY PAID,AU000000SEK6,#SEK,$SEK
1582,SHV,SELECT HARVESTS,ORDINARY FULLY PAID,AU000000SHV6,#SHV,$SHV
1583,SWF,SELFWEALTH,ORDINARY FULLY PAID,AU000000SWF8,#SWF,$SWF
1584,SEN,SENETAS CORPORATION,ORDINARY FULLY PAID,AU000000SEN0,#SEN,$SEN
1585,SXY,SENEX ENERGY LIMITED,ORDINARY FULLY PAID,AU000000SXY7,#SXY,$SXY
1586,SNS,SENSEN NETWORKS LTD,ORDINARY FULLY PAID,AU000000SNS0,#SNS,$SNS
1587,SE1,SENSERA LTD,ORDINARY FULLY PAID,AU000000SE12,#SE1,$SE1
1588,SEQ,SEQUOIA FIN GRP LTD,ORDINARY FULLY PAID,AU000000SEQ3,#SEQ,$SEQ
1589,SRV,SERVCORP LIMITED,ORDINARY FULLY PAID,AU000000SRV5,#SRV,$SRV
1590,SSM,SERVICE STREAM,ORDINARY FULLY PAID,AU000000SSM2,#SSM,$SSM
1591,SVW,SEVEN GROUP HOLDINGS,ORDINARY FULLY PAID,AU000000SVW5,#SVW,$SVW
1592,SWM,SEVEN WEST MEDIA LTD,ORDINARY FULLY PAID,AU000000SWM4,#SWM,$SWM
1593,SGF,SG FLEET GROUP LTD,ORDINARY FULLY PAID,AU000000SGF1,#SGF,$SGF
1594,SSG,SHAVER SHOP GRP LTD,ORDINARY FULLY PAID,AU000000SSG4,#SSG,$SSG
1595,SFX,SHEFFIELD RES LTD,ORDINARY FULLY PAID,AU000000SFX6,#SFX,$SFX
1596,SBW,SHEKEL BRAINWEIGH,ORDINARY FULLY PAID,IL0011721474,#SBW,$SBW
1597,SHJ,SHINE JUSTICE LTD,ORDINARY FULLY PAID,AU000000SHJ1,#SHJ,$SHJ
1598,SHH,SHREE MINERALS LTD,ORDINARY FULLY PAID,AU000000SHH5,#SHH,$SHH
1599,SHM,SHRIRO HOLDINGS LTD,ORDINARY FULLY PAID,AU000000SHM5,#SHM,$SHM
1600,SI6,SI6 METALS LIMITED,ORDINARY FULLY PAID,AU000000SI67,#SI6,$SI6
1601,SSL,SIETEL LIMITED,ORDINARY FULLY PAID,AU000000SSL4,#SSL,$SSL
1602,SIG,SIGMA HEALTH LTD,ORDINARY FULLY PAID,AU000000SIG5,#SIG,$SIG
1603,SIH,SIHAYO GOLD LIMITED,ORDINARY FULLY PAID,AU000000SIH3,#SIH,$SIH
1604,SLX,SILEX SYSTEMS,ORDINARY FULLY PAID,AU000000SLX4,#SLX,$SLX
1605,SLA,SILK LASER AUSTRALIA,ORDINARY FULLY PAID,AU0000121618,#SLA,$SLA
1606,SLH,SILK LOGISTICS,ORDINARY FULLY PAID,AU0000157083,#SLH,$SLH
1607,SCI,SILVER CITY MINERALS,ORDINARY FULLY PAID,AU000000SCI4,#SCI,$SCI
1608,SVH,SILVER HERITAGE GRP,ORDINARY FULLY PAID,AU000000SVH6,#SVH,$SVH
1609,SLR,SILVER LAKE RESOURCE,ORDINARY FULLY PAID,AU000000SLR6,#SLR,$SLR
1610,SVL,SILVER MINES LIMITED,ORDINARY FULLY PAID,AU000000SVL8,#SVL,$SVL
1611,SIS,SIMBLE SOLUTIONS,ORDINARY FULLY PAID,AU000000SIS0,#SIS,$SIS
1612,SIO,SIMONDS GRP LTD,ORDINARY FULLY PAID,AU000000SIO9,#SIO,$SIO
1613,SGM,SIMS LIMITED,ORDINARY FULLY PAID,AU000000SGM7,#SGM,$SGM
1614,SHG,SINGULAR HEALTH,ORDINARY FULLY PAID,AU0000129892,#SHG,$SHG
1615,SRI,SIPA RESOURCES LTD,ORDINARY FULLY PAID,AU000000SRI2,#SRI,$SRI
